accolades,aging,alcohol,average_age_of_vines,cheese_pairing,country,density,description,dessert_pairing,fermentation_&_maceration,grape_varietal,harvest_method,legumes_pairing,meat_pairing,mouth_attribute,name,nose_attribute,others_pairing,pasta_pairing,price,producer,product_type,production_method,psata_pairing,region,seafood_pairing,sku,vintage,volume(ml),winemakers,acidity
,"Aged in French oak barrels for maturing during 12 months, with up to 15% new oak , with additional bottle aging",,,Pair with mild and soft cheese,FRANCE,,"Nice green yellow colour with glints of gold. Aromas of walnuts and roasted almonds, baked bread and gingerbread. Full bodied wine with a long finish on a pleasant note of dried fruit. On the palate, notes of apricot, mirabelle and honey.  Vintage in image may vary. Refer to wine facts for current vintage.",,,Chardonnay,Manual,Pair with pasta,Pair with cured meat,,"PATRIARCHE PÈRE & FILS 2019 - Meursault, Burgundy - France",,,,110.0,,White Wine,,,Burgundy,"Best paired with seafood dishes such as shellfish, rich fish like salmon.",BU127,2019,750,,Medium Acidity
,18 months in oak barrels,,,,FRANCE,,"Nice deep ruby red colour. Complex and powerful aromas of black cherry, spices and tobacco. A powerful wine with solid tannins. The wine offers aromas of blackcurrant, blackberry and currant when young and aromas of ripe fruit with a touch of leather, chocolate and pepper as it evolves.  Vintage in image may vary. Refer to wine facts for current vintage.",,Traditional vinification in thermo-regulated stainless steel tanks of de-stemmed pinot noir grapes (preservation of the fruit). The vatting lasts about 3 weeks (alcoholic fermentation) with a prefermentation cold maceration which brings aromas and complexity.,,Manual,,"Pair with beef, game, poultry, lamb",,"PATRIARCHE PÈRE & FILS 2016  - Pommard, Burgundy - France",,,,110.0,,Red Wine,,,,,BU128,2016,750,,Medium Acidity
James Suckling 91 Points,Ageing in oak barrels between 8 to 16 months with malolactic fermentation. 20.% of new oak barrels.,,,"Cheeses with strong flavours such Livarot, Munster, Maroilles, Epoisses, Langres, Ami du Chambertin, Soumaintrain...",FRANCE,,"Aromas of strawberries, blackcurrant and raspberries. Tannins are firm and beautiful feshness on the mouth.   Pair with: tasty meat such as roast lamb, prime rib eye steak, duck breast or game. Spicy recipes. Cheeses with strong flavours such Livarot, Munster, Maroilles, Epoisses, Langres, Ami du Chambertin, Soumaintrain...",,Traditional vinification in thermos-regulated stainless steel vats on a 3 weeks period: Cold pre-fermentation maceration around 8 ° C. Pigeages and pumping over to extract colour and structure. Fermentation with a peak temperature around 30 ° C. Post fermentation maceration at 25 ° C.,Pinot Noir,Machine,,"Tasty meat such as roast lamb, prime rib eye steak, duck breast or game.",,"MOILLARD 2022 - Nuits-Saint-Georges - Pinot Noir - Burgundy, France",,,,110.0,,Red Wine,,,Burgundy,,BU135,2022,750,,Medium Acidity
,Matured in oak barrels during 12 to 18 months (30% of new barrels selected from the Vosges area),,,,FRANCE,,"Beautiful intense red colour. Aromas of ripe red fruits like gooseberry and black currant. Generous fruits flavours balanced by velvety tannins on the palate, beautiful typicity ending in a harmonious finish. The aftertaste is full of fruit with supple tannins.  Vintage in image may vary. Refer to wine facts for current vintage.",,,,Manual,,"Pair with beef, lamb, poultry and game",,"PATRIARCHE PÈRE & FILS 2019 - Gevrey-Chambertin, Burgundy - France",,,,110.0,,Red Wine,,,,,BU129,2019,750,,Medium Acidity
"Wine Enthusiast 93 Points, Jancis Robinson 16 Points, Decanter 93 Points, Berliner Wein Trophy Gold",Aged in the obscurity of our cellars at a constant temperature of 12° for 36 to 48 months.,12.5%,,,FRANCE,,"Its mellow gold hue is a sign of its ageing. Its mousse is delicate and its bubbles extremely fine. A rich, intense nose with a wide aromatic palette encompassing yellow fruit, pear and Mirabel plum, almond, hazelnut and white blossom, such as acacia, with a honeyed, toasted touch. The attack is forthright and elegant. It has a purity style that marries the structure and the texture of Pinot Noir with the balance and the freshness of Chardonnay. Perfect balance and immense length.",,"Pressed near to the parcel and fermented in small thermo-regulated stainless-steel vats. A work of precision, to preserve primary aromas, and the imprint of the Grand Cru terroir. Moderately dosed at 7 g/l to preserve the purity, the complexity and the balance of aromas.","Chardonnay, Pinot Noir","70 % Chardonnay, 30 % Pinot Noir from the first presses of the Grand Cru terroirs of the Montagne de Reims « Louvois » and the Côte des Blancs « Avize, Cramant, Chouilly ». A blend of one single year’s harvest.   Picked by hand.",,"Noble poultry such as quail or pheasant, foie gras.","Balanced, Elegant, Fine Bubbles, Fresh, Long Finish, Rich, Structured","CHARLES MIGNON ""Cuvée Comte De Marne"" - Champagne Brut Grand Cru - France","Floral, Fruity, Herbal, Nutty, Toasted",,,115.0,Champagne Charles Mignon (Négociant Récoltant),Champagne & Sparkling,,,Champagne,"Seafood, shellfish such as lobster and a variety of noble fish (turbot, sea bream).",CH49,NV,750ml,Bruno MIGNON,Medium Acidity
"Jeb Dunnuck 91 Points, Jancis Robinson 16 Points",Elevage on fine lees over a period of 14 months.,15%,30 to 35 years,,FRANCE,6000 vines/ha,"Multifaceted aromas of violets, mocha, brown sugar and cinnamon turn into a dark, rich, savory blend of flavors on the palate. Full-bodied, tannic and long.",,"After alcoholic fermentation in a vat, the wines underwent malolactic fermentation in 275-litre oak Laurus barrels.",Syrah,Manual,"Grisets mushrooms from the Mont Ventoux mountain, truffle risotto.","Leg of lamb, roasted chicken.","Full-bodied, Long Finish, Tannic","LAURUS 2018 - Syrah - Hermitage, Rhone Valley - France","Chocolate, Floral, Spices",,,115.0,Gabriel Meffre,Red Wine,39 hl/ha on average,,Rhône Valley,,RH133,2018,,Veronique Torcolacci,High Acidity
,16 months in oak barrels,13.5%,20-30 years,,FRANCE,6000 vines/ha,"Aromatic wine, perfumy up front, with juniper and bergamot notes slowly giving way to a racy-edged core of red currant, damson plum and black cherry fruit. Displays lovely tension from start to finish. Ideal pairing with a lamb roast or rack, with Provence herbs or tender beef with Morel mushrooms.  Vintage in image may vary. Refer to wine facts for current vintage.",,Malolactic fermentation,Syrah,By hand,,"Ideal pairing with a lamb roast or rack, with Provence herbs or tender beef with Morel mushrooms.","Long Finish, Medium-bodied, Silky Tannin","LAURUS 2020 - Côte Rotie, Rhone Valley - France","Dark Fruit, Herbal, Oak, Spices",,,115.0,Gabriel Meffre,Red Wine,39 hl/ha,,Rhône Valley,,RH135,2020,,Veronique Torcolacci,High Acidity
Gilbert and Gaillard International Challenge Gold,"ONE YEAR IN OAK BARRELS -    50% NEW, 30% 1 YEAR OLD, 20% 2 YEARS OLD",14.5%,25,"Cheeses such as comte, brie, brillat saverin",FRANCE,6000 F/HA,"Color : Deep carmine, Nose : Intense and complex, reminiscent of red fruit with notes of citrus and vanilla flowers, Taste : A well balanced, unctuous and generous wine. A touch of violet for a smooth finish on round tannins.",,2 WEEKS FERMENTATION PLUS 3 WEEKS MACERATION,"Cabernet Sauvignon, Merlot",HAND AND MACHINE,,"Goes well with roasted lamb, steak, rotisserie.","Balanced, Round, Smooth",CHÂTEAU GRAND BERT 2022 - Saint-Émilion Grand Cru Magnum - Bordeaux - France,"Floral, Plum, Vanilla",,,120.0,,Red Wine,,,Bordeaux,,BO267M,2019,1500ml,Thomas POITEVIN,Medium Acidity
,,45%,,,MEXICO,,"Agave Angustifolia/Espadín is native to the state of Oaxaca and the most widely used to produce mezcal due to its high sugar, weight and volume properties. The notes and texture of the agave vary according to the region where it is grown within the state of Oaxaca. Our Mezcal Machetazo Espadín has a silky appreciation influenced by the climate where the distillery is located in Matatlán. The Espadín agave reaches maturity and high sugar concentration between 8 and 12 years. Tasting Notes: Scents of fresh flora and oak wood. Aromatic herbs intensify the palate, while smoky clove and other rich spices linger.",,,,,,,,"MEZCAL MACHETAZO ""Espadin"" - Oaxaca - Mexico",,,,129.0,,,,,,,XA01,,750,,High Acidity
,Yes,13.5%,,Pair with a wide assortment of hard and soft cheeses.,FRANCE,,"Château Nénin 2013 is a wine of great quality, distinguished by its beautiful garnet colour and its intense nose of fruity aromas.",,,,"Harvested by hand, the grapes are sorted twice.",Pair with pasta,"Chateau Nenin is best paired with all types of classic meat dishes, veal, pork, beef, lamb, duck, game, roast chicken, roasted, braised and grilled dishes.","Structured, Good Length","CHÂTEAU NÉNIN 2013 - Pomerol, Bordeaux - France","Floral, Black Berries",,,129.0,Delon family,Red Wine,,,Bordeaux,"Good when matched with Asian dishes, hearty fish courses like tuna.",BO158-13,2013,750,Michel Rolland,Medium Acidity
"International Wine Challenge Gold, Gilbert and Gaillard International Challenge Gold",11 years on the lees (inside the bottle),12%,38 years,,FRANCE,,"Intense golden shades. A complex nose with white fruit and citrus aromas. A well-structured palate, with intense fruit (white peach) notes thanks to a high level of Meunier, and brioche notes. Long finish.",,Fermentation sur lie for one month in stainless steel tanks at - 18 degrees celsius.,"Chardonnay, Meunier",Manual,Pair with Risotto with white truffles,Pair with Poultry,"Long Finish, Structured","CHARLES DE CAZANOVE ""Cuvée Stradivarius"" - Gold Limited Edition - Vintage Champagne 2009 - France","Citrus, Fruity, White Fruit",,,130.0,CHAMPAGNE GH MARTEL&CO,Champagne & Sparkling,,,Champagne,Best with Wood-fired Hokkaido salmon steak with dill cream,CH58,2009,750,Antonio Stradivari,Medium Acidity
,,38%,,,MEXICO,,"Native to the chalky soil of the highlands of central Mexico in the state of San Luis Potosi, the ""Green Giant"" agave Salmiana takes 10 to 12 years to mature. The high altitude and semi-arid climate of the region gives the wild agaves vibrant flavors of crisp, citrusy green vegetation. The process of making Mezcal Machetazo Salmiana differs from the cooking of other agaves, as the piñas are cooked through steaming above ground in masonry ovens, resulting in a less smoky flavor. Tasting Notes: Floral and citrus notes prelude a silky aftertaste with fresh jalapeño final notes.",,,,,,,,"MEZCAL MACHETAZO ""Wild Salmiana"" - San Luis Potosi - Mexico",,,,138.0,,,,,,,A02,,750,,High Acidity
"Robert Parker Wine Advocate 94 Points, James Suckling 96 Points",Ageing in new barrels for at least 18 months,15.0%,Average 45 years old,,FRANCE,"6,000/ha","Deep and intense, with amazing 100 years old Cabernet Sauvignon blended at 5% only (3 barrels) and 95% Merlot. Very sexy and lot of floral notes with hint of blackcurrant, cherries and spices. The palate is fresh and very elegant. The silky tannins make the palate round, plummy and very attractive. Some mineral notes with some black cherries flavours, very rich and dense, but with a very long finish.  Vintage in image may vary. Refer to wine facts for current vintage.",,"Cold Maceration at low temperature, at about 3Â°C, during 4 days. The fruit is vinified plot by plot. Different temperature levels are adhered to, but never higher than 26°C. The cap is punched down manually.","Cabernet Sauvignon, Merlot",The fruit is picked by hand and carried in wooden crates. Pickers go down each row several times. The fruit is manipulated using gravity only and is vinified in small tanks. Temperatures are fully controlled,,,"Floral, Long Finish, Powerful, Rich, Smokey","CHÂTEAU CROIX DE LABRIE 2018 - Saint-Émilion Grand Cru, Bordeaux - France","Dark Fruit, Floral, Spices",,,199.0,Chateau Croix de Labrie,Red Wine,34hl/ha,,"Bordeaux, Saint Emilion Grand Cru, Saint Emilion Grand Cru AOC Bordeaux",,BO252-18,2018,,Axelle and Pierre Courdurie,Medium Acidity
"Wine Spectator 92 Points, Wine Enthusiast 94 Points, Robert Parker Wine Advocate 92 Points, Jeb Dunnuck 94 Points, James Suckling 93 Points",12 months,14.5%,28 years,,FRANCE,8.500 VINES / HA,"Very expressive nose of morello cherry and brown tobacco, with sweet notes of liquorice candy and peony. A complex palate, expressing violet and fresh blackcurrant, nishing with hints of thyme and a touch of bitter orange zest that gives the nish a gourmet taste. It is a sensual and charming, yet restrained Saint-Estephe. Silky, smooth tannins give this Pez 2018 a precise and rened length.",,VINEYARD PLOTS VINIFICATION70% WOODEN VATS 30% CONICAL STAINLESS STEEL  30% CONICAL STAINLESS STEEL VATS WITH THERMOREGULATION 70% WOODEN VATS 30% CONICAL STAINLESS STEEL VATS WITH THERMOREGULATION,,,,"Pair with beef, lamb, game and poultry",,"CHÂTEAU DE PEZ 2018 - Saint Estephe - Bordeaux - France - ""Magnum",,,,200.0,,Red Wine,42 HA,,,,BO278M-18,2018,1500,Nicolas Glumineau,Medium Acidity
"Wine Spectator 94 Points, Robert Parker Wine Advocate 92 Points","18 - 24 months in French, fine grain, oak barrels (80% new, the rest 1-2 years old)",14.5%,46,,FRANCE,10 000 to 8 500 stocks per hectare,"Deep garnet-purple in color, it leaps from the glass with bold black cherries, mulberries, plum preserves and blackcurrant cordial scents with hints of menthol, lilacs, licorice and cloves plus wafts of fallen leaves and tilled soil. Medium to full-bodied with a taut core of ripe, densely packed, muscular fruit, it has a firm line of ripe, grainy tannins and just enough freshness, finishing long and spicy."" - Robert Parker",,Yeast addition | Fermentation temperatures: 24°C - 26°C | Daily tasting of each tank 20 - 30 days at adapted temperatures | Work on the lees in the grape-pomace during the maceration period after fermentation,,Manual,,"Pair with beef, lamb, poultry and game",,CHÂTEAU GRUAUD LAROSE 2018 - Saint Julien (Grand Cru Classé) - Bordeaux - France,,,,229.0,Jean Merlaut,Red Wine,,,,,BO32-18,2018,750,,Medium Acidity
,,14%,,,FRANCE,,"Deep purple colour, with deep and brilliant reflections. Very expressive on the nose with notes of blackcurrant, blackberry and Morello cherry mixed with notes of liquorice and violet. Great elegance on the palate, with a fine tannic framework supported by nice freshness, giving a wine of remarkable depth and persistence on the palate. A great wine that will go on for decades.",,,,"The reds were harvested between 30 September and 21 October (among the latest dates the château has seen). The most clement climatic conditions and the precision work undertaken during the harvest, allowed us to stagger picking as we wanted.",,,,"CHÂTEAU PAPE CLEMENT ""Rouge"" 2016 - Pessac-Leognan - Bordeaux - France (Grand Cru Classé de Graves)",,,,249.0,,Red Wine,"- First sorting in the vineyard, manual harvest in crates - Manual destemming berry by berry and use of a sorting table - Transfer into 30-70 hl wooden vats by gravity flow - Low temperature pre-fermentation maceration - Manual punching down - 30-40 day maceration - The wine is run off into French oak barrels by gravity flow - Malolactic fermentation in oak barrels - Aging for 18 months in oak barrels",,,,BO269-16,2016,750ml,,Medium Acidity
